tweetid	tweet	tokens	langid	sentiment
1604	RT @alahnadiaz: Me irritan las personas que tienen una obsesión MASIVA con el alcohol. O sea, chill. Bebe todo lo que quieras pero párame e…	['RT', '@alahnadiaz', ':', 'Me', 'irritan', 'las', 'personas', 'que', 'tienen', 'una', 'obsesión', 'MASIVA', 'con', 'el', 'alcohol', '.', 'O', 'sea', ',', 'chill', '.', 'Bebe', 'todo', 'lo', 'que', 'quieras', 'pero', 'párame', 'e', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	negative
1605	Yo creo que los músculos de @JordiWild son FAKE! esos brazos están pegaos! Viva el photoshop! 😘😁😂 https://t.co/7ufHdqGy6X	['Yo', 'creo', 'que', 'los', 'músculos', 'de', '@JordiWild', 'son', 'FAKE', '!', 'esos', 'brazos', 'están', 'pegaos', '!', 'Viva', 'el', 'photoshop', '!', '😘😁😂', 'https://t.co/7ufHdqGy6X']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other']	positive
1606	Escribenos, tomamos tu pedido y enviamos tus prendas favoritas al día siguiente ! #ilovesalhuaclothing http://t.co/uKCHGnJSq3	['Escribenos', ',', 'tomamos', 'tu', 'pedido', 'y', 'enviamos', 'tus', 'prendas', 'favoritas', 'al', 'día', 'siguiente', '!', '#ilovesalhuaclothing', 'http://t.co/uKCHGnJSq3']	['lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other']	positive
1607	@nortnicpj jaja estan en discusion entre pine grove y ocean	['@nortnicpj', 'jaja', 'estan', 'en', 'discusion', 'entre', 'pine', 'grove', 'y', 'ocean']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang1', 'lang2', 'lang1']	positive
1608	RT @ariannebobe: @javiidiaz06 jajajajjaja I LOVE U JAVI 🐿	['RT', '@ariannebobe', ':', '@javiidiaz06', 'jajajajjaja', 'I', 'LOVE', 'U', 'JAVI', '🐿']	['other', 'other', 'other', 'other', 'lang2', 'lang1', 'lang1', 'lang1', 'ne', 'other']	positive
1609	RT @beatrizmiamijec: #wedding #day @angieestilo y #elguero. #hermosa #elegante mucho #amor #union. Fue una boda como en los cuentos de... h…	['RT', '@beatrizmiamijec', ':', '#wedding', '#day', '@angieestilo', 'y', '#elguero', '.', '#hermosa', '#elegante', 'mucho', '#amor', '#union', '.', 'Fue', 'una', 'boda', 'como', 'en', 'los', 'cuentos', 'de', '..', '.', 'h', '…']	['other', 'other', 'other', 'lang1', 'lang1', 'other', 'lang2', 'ne', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'other']	positive
1610	SVU va por season 17!!!!! Ok ok	['SVU', 'va', 'por', 'season', '17', '!!', '!!', '!', 'Ok', 'ok']	['ne', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other', 'other', 'ambiguous', 'lang1']	positive
1611	Burgers or Carne Asada? Seahawks or Patriots? #WhosGonnaWin #SB49? Make your pick: http://t.co/4PqqcUKOnJ https://t.co/2YvnD0xRu8	['Burgers', 'or', 'Carne', 'Asada', '?', 'Seahawks', 'or', 'Patriots', '?', '#WhosGonnaWin', '#SB49', '?', 'Make', 'your', 'pick', ':', 'http://t.co/4PqqcUKOnJ', 'https://t.co/2YvnD0xRu8']	['lang1', 'lang1', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'other', 'other', 'lang1', 'lang1', 'lang1', 'other', 'other', 'other']	positive
1612	Me ha gustado un vídeo de @YouTube (https://t.co/fHJjGoTw53 - KRONNO ZOMBER ES ILLUMINATI).	['Me', 'ha', 'gustado', 'un', 'vídeo', 'de', '@YouTube', '(', 'https://t.co/fHJjGoTw53', '-', 'KRONNO', 'ZOMBER', 'ES', 'ILLUMINATI', ')', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'lang1', 'lang1', 'lang2', 'ne', 'other', 'other']	positive
1613	RT @onlyxselena: espera espera, estabas leyendo??? de verdad???? @YellowMellowMG so proud of u https://t.co/Jy4zmobAJb	['RT', '@onlyxselena', ':', 'espera', 'espera', ',', 'estabas', 'leyendo', '??', '?', 'de', 'verdad', '??', '??', '@YellowMellowMG', 'so', 'proud', 'of', 'u', 'https://t.co/Jy4zmobAJb']	['other', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other']	positive
1614	RT @paola_onl: Senior year va a acabar con mi vida	['RT', '@paola_onl', ':', 'Senior', 'year', 'va', 'a', 'acabar', 'con', 'mi', 'vida']	['other', 'other', 'other', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
1615	"RT @Paniwaters: ""No hay mejor feeling que este.""😏 https://t.co/wPNmIfMCzL"	"['RT', '@Paniwaters', ':', '""', 'No', 'hay', 'mejor', 'feeling', 'que', 'este', '.', '""', '😏', 'https://t.co/wPNmIfMCzL']"	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other', 'other', 'other', 'other']	positive
1616	Buenas noches zombi girls y zomber boys!!! 😜😝✌🏻️ este mes va a haber mucho contenido en el canal! Por eso Necesito descansar! 😍❤️	['Buenas', 'noches', 'zombi', 'girls', 'y', 'zomber', 'boys', '!!', '!', '😜😝✌🏻️', 'este', 'mes', 'va', 'a', 'haber', 'mucho', 'contenido', 'en', 'el', 'canal', '!', 'Por', 'eso', 'Necesito', 'descansar', '!', '😍', '❤', '️']	['lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang1', 'lang1', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other']	positive
1617	Ready para el Zol Beach House #heineken #boostmobile #BeachHouse2015 #Clevlander #ElVacilondelaGatita https://t.co/MfUnodLL5S	['Ready', 'para', 'el', 'Zol', 'Beach', 'House', '#heineken', '#boostmobile', '#BeachHouse2015', '#Clevlander', '#ElVacilondelaGatita', 'https://t.co/MfUnodLL5S']	['lang1', 'lang2', 'lang2', 'ne', 'lang1', 'lang1', 'ne', 'lang1', 'other', 'lang1', 'lang2', 'other']	positive
1618	RT @Javierginess: los frostys de nutella son vida	['RT', '@Javierginess', ':', 'los', 'frostys', 'de', 'nutella', 'son', 'vida']	['other', 'other', 'other', 'lang2', 'lang1', 'lang2', 'ne', 'lang2', 'lang2']	positive
1619	RT @acgr2013: “@marielas05: 🙋 high five a este campeón que escribió esto. http://t.co/x8CRr0qLpZ” ❤️	['RT', '@acgr2013', ':', '“', '@marielas05', ':', '🙋', 'high', 'five', 'a', 'este', 'campeón', 'que', 'escribió', 'esto', '.', 'http://t.co/x8CRr0qLpZ', '”', '❤', '️']	['other', 'other', 'other', 'other', 'other', 'other', 'other', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'other']	neutral
1620	#halloween Imagen Modeling by La Gatita https://t.co/zHAME4Ujrv	['#halloween', 'Imagen', 'Modeling', 'by', 'La', 'Gatita', 'https://t.co/zHAME4Ujrv']	['lang1', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'other']	neutral
1621	NUEVO RAP ! :D EL TAG EL YOUTUBER RAP | KRONNO ZOMBER | ( Videoclip Oficial ) https://t.co/hJlxGB9RcZ vía @YouTube	['NUEVO', 'RAP', '!', ':D', 'EL', 'TAG', 'EL', 'YOUTUBER', 'RAP', '|', 'KRONNO', 'ZOMBER', '|', '(', 'Videoclip', 'Oficial', ')', 'https://t.co/hJlxGB9RcZ', 'vía', '@YouTube']	['lang2', 'lang1', 'other', 'other', 'lang2', 'lang1', 'lang2', 'ne', 'lang2', 'other', 'lang1', 'lang1', 'other', 'other', 'lang1', 'lang2', 'other', 'other', 'lang2', 'other']	positive
1622	Iria a ver Jurassic World	['Iria', 'a', 'ver', 'Jurassic', 'World']	['lang2', 'lang2', 'lang2', 'ne', 'lang1']	positive
1623	El segundo Ponte en Forma con La Gatita en abdelzumba studios. El movimiento de Miami para estar… http://t.co/epLohtsmyJ	['El', 'segundo', 'Ponte', 'en', 'Forma', 'con', 'La', 'Gatita', 'en', 'abdelzumba', 'studios', '.', 'El', 'movimiento', 'de', 'Miami', 'para', 'estar', '…', 'http://t.co/epLohtsmyJ']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'other', 'other']	positive
1624	@ACanseco que decir no me Gusta, y ya esta chotiadisimo ese look pero Bueno #whocares jeje. Besos friend. Ana echate pa'ca!	"['@ACanseco', 'que', 'decir', 'no', 'me', 'Gusta', ',', 'y', 'ya', 'esta', 'chotiadisimo', 'ese', 'look', 'pero', 'Bueno', '#whocares', 'jeje', '.', 'Besos', 'friend', '.', 'Ana', 'echate', 'pa', ""'ca!""]"	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang1', 'lang2', 'other', 'lang2', 'lang1', 'other', 'ne', 'lang2', 'lang2', 'lang1']	positive
1625	RT @happip: ¡Nuevo vídeo! Dibujando a @YellowMellowMG y su single Phantom Limb. https://t.co/O5H2cESPIj	['RT', '@happip', ':', '¡', 'Nuevo', 'vídeo', '!', 'Dibujando', 'a', '@YellowMellowMG', 'y', 'su', 'single', 'Phantom', 'Limb', '.', 'https://t.co/O5H2cESPIj']	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang1', 'ne', 'lang1', 'other', 'other']	positive
1626	@chiquibabyLA xoxo,made in Guadalajara baby!!! Tq flaca, nos vemos pronto!!!!	['@chiquibabyLA', 'xoxo', ',', 'made', 'in', 'Guadalajara', 'baby', '!!', '!', 'Tq', 'flaca', ',', 'nos', 'vemos', 'pronto', '!!', '!!']	['other', 'other', 'other', 'lang1', 'lang1', 'ne', 'lang1', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1627	Pendiente tengo Tickets @ricky_martin Concierto #miami 7:25am #elvacilindelaGatita http://t.co/DI5KcpVGkP	['Pendiente', 'tengo', 'Tickets', '@ricky_martin', 'Concierto', '#miami', '7:25', 'am', '#elvacilindelaGatita', 'http://t.co/DI5KcpVGkP']	['lang2', 'lang2', 'lang1', 'other', 'lang2', 'ne', 'other', 'lang2', 'lang2', 'other']	positive
1628	@adrisilva26 algarete!! Veia a Hunt working y gritando que le trajerana las cosas jajajjaja😂😂😂	['@adrisilva26', 'algarete', '!!', 'Veia', 'a', 'Hunt', 'working', 'y', 'gritando', 'que', 'le', 'trajerana', 'las', 'cosas', 'jajajjaja', '😂😂😂']	['other', 'lang2', 'other', 'lang2', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	neutral
1629	@Danyfn119 mi alter ego...jajajajaja ughh i feel like you arent gonna let this one go	['@Danyfn119', 'mi', 'alter', 'ego', '..', '.', 'jajajajaja', 'ughh', 'i', 'feel', 'like', 'you', 'arent', 'gonna', 'let', 'this', 'one', 'go']	['other', 'lang2', 'lang1', 'lang2', 'other', 'other', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1']	positive
1630	“@ANGELIQUEBURBU: uffffff“@ortega2305: @ANGELIQUEBURBU q tu dices!! http://t.co/4DmNCn64CD”” OMG dónde y cuanto!!!	['“', '@ANGELIQUEBURBU', ':', 'uffffff', '“', '@ortega2305', ':', '@ANGELIQUEBURBU', 'q', 'tu', 'dices', '!!', 'http://t.co/4DmNCn64CD', '””', 'OMG', 'dónde', 'y', 'cuanto', '!!', '!']	['other', 'other', 'other', 'lang2', 'other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1631	RT @anogguera: “@godwilbur: quote this tweet with a picture of your eyes”  better than sex mascara is better than sex https://t.co/a56XzOnm…	['RT', '@anogguera', ':', '“', '@godwilbur', ':', 'quote', 'this', 'tweet', 'with', 'a', 'picture', 'of', 'your', 'eyes', '”', 'better', 'than', 'sex', 'mascara', 'is', 'better', 'than', 'sex', 'https://t.co/a56XzOnm', '…']	['other', 'other', 'other', 'other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'other']	positive
1632	Que ganas le tenia un sandwich de Pepin 💖	['Que', 'ganas', 'le', 'tenia', 'un', 'sandwich', 'de', 'Pepin', '💖']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other']	positive
1633	Te vas con #Elvacilondelagatita  Vacilon Night out a #Bongos  #Hollywood Cena Bebida y mucho vacilon.… http://t.co/SeTjVgMDG1	['Te', 'vas', 'con', '#Elvacilondelagatita', 'Vacilon', 'Night', 'out', 'a', '#Bongos', '#Hollywood', 'Cena', 'Bebida', 'y', 'mucho', 'vacilon', '.…', 'http://t.co/SeTjVgMDG1']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'ne', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1634	mi hobby es estokiar a la gente por Insta	['mi', 'hobby', 'es', 'estokiar', 'a', 'la', 'gente', 'por', 'Insta']	['lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
1635	Menuda bestialidad estoy grabando para mañana Zombers!! La base que me ha hecho @tunnABeatz es el himno que podrían en el funeral de COD...	['Menuda', 'bestialidad', 'estoy', 'grabando', 'para', 'mañana', 'Zombers', '!!', 'La', 'base', 'que', 'me', 'ha', 'hecho', '@tunnABeatz', 'es', 'el', 'himno', 'que', 'podrían', 'en', 'el', 'funeral', 'de', 'COD', '..', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'other']	positive
1636	Unete al #twitterafterdark  https://t.co/ma3E5mYNVW	['Unete', 'al', '#twitterafterdark', 'https://t.co/ma3E5mYNVW']	['lang2', 'lang2', 'lang1', 'other']	neutral
1637	La bella talentosa conductora @Veronicabastos1 anoche con Vestido de #versace bolsa #channel zapatos… http://t.co/ZlTYcph7H6	['La', 'bella', 'talentosa', 'conductora', '@Veronicabastos1', 'anoche', 'con', 'Vestido', 'de', '#versace', 'bolsa', '#channel', 'zapatos', '…', 'http://t.co/ZlTYcph7H6']	['lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang1', 'lang2', 'other', 'other']	negative
1638	"RT @yaxiann92: ""Déjame darme un shot y te digo"" https://t.co/bZjujIPurs"	"['RT', '@yaxiann92', ':', '""', 'Déjame', 'darme', 'un', 'shot', 'y', 'te', 'digo', '""', 'https://t.co/bZjujIPurs']"	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1639	Yo no sé si es el stress del MCAT lo que me tiene no soportando a NADIE o qué, pero cualquier bobería que me dicen o leo me está MALO CC.	['Yo', 'no', 'sé', 'si', 'es', 'el', 'stress', 'del', 'MCAT', 'lo', 'que', 'me', 'tiene', 'no', 'soportando', 'a', 'NADIE', 'o', 'qué', ',', 'pero', 'cualquier', 'bobería', 'que', 'me', 'dicen', 'o', 'leo', 'me', 'está', 'MALO', 'CC', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	neutral
1640	Ni que 4,5 y 6 RT por ir a un prom con alguien, a mi me das 100$ y finjo ser hasta tu pareja de años.	['Ni', 'que', '4', ',', '5', 'y', '6', 'RT', 'por', 'ir', 'a', 'un', 'prom', 'con', 'alguien', ',', 'a', 'mi', 'me', 'das', '100$', 'y', 'finjo', 'ser', 'hasta', 'tu', 'pareja', 'de', 'años', '.']	['lang2', 'lang2', 'other', 'other', 'other', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1641	Glad to had you as my little Barbie.  I Will miss you my little muñeca. #cathia #YSEA telemundo http://t.co/g7d5x3x3RB	['Glad', 'to', 'had', 'you', 'as', 'my', 'little', 'Barbie', '.', 'I', 'Will', 'miss', 'you', 'my', 'little', 'muñeca', '.', '#cathia', '#YSEA', 'telemundo', 'http://t.co/g7d5x3x3RB']	['lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'ne', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'other', 'ne', 'ne', 'ne', 'other']	positive
1642	Con mis Camioneros en Hialeha regalando Diesel en Chevron 1025 East y la 9 calle Hialeah ven… https://t.co/37mASfDWJH	['Con', 'mis', 'Camioneros', 'en', 'Hialeha', 'regalando', 'Diesel', 'en', 'Chevron', '1025', 'East', 'y', 'la', '9', 'calle', 'Hialeah', 'ven', '…', 'https://t.co/37mASfDWJH']	['lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'ne', 'lang2', 'ne', 'other', 'lang1', 'lang2', 'lang2', 'other', 'lang2', 'ne', 'lang2', 'other', 'other']	positive
1643	Seguimos ahora en el Chevron de la 1025 East y 9calle de Hialeha!... Fescue to para Diesel y Entradas… https://t.co/TCtFLfnJLu	['Seguimos', 'ahora', 'en', 'el', 'Chevron', 'de', 'la', '1025', 'East', 'y', '9calle', 'de', 'Hialeha', '!.', '..', 'Fescue', 'to', 'para', 'Diesel', 'y', 'Entradas', '…', 'https://t.co/TCtFLfnJLu']	['lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'other', 'lang1', 'lang2', 'other', 'lang2', 'ne', 'other', 'other', 'lang1', 'lang1', 'lang2', 'ne', 'lang2', 'lang2', 'other', 'other']	positive
1644	RT @787NewsNetwork: Abrirán un parque tematico de Angry Birds en Finlandia. - CNN http://t.co/a1oanRcJ @787NewsNetwork (Vía @CreacionesA ...	['RT', '@787NewsNetwork', ':', 'Abrirán', 'un', 'parque', 'tematico', 'de', 'Angry', 'Birds', 'en', 'Finlandia', '.', '-', 'CNN', 'http://t.co/a1oanRcJ', '@787NewsNetwork', '(', 'Vía', '@CreacionesA', '..', '.']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang2', 'ne', 'other', 'other', 'ne', 'other', 'other', 'other', 'lang2', 'other', 'other', 'other']	negative
1645	RT @charleen_m: Yo trato de estar de buen humor pero la gente siempre la fucking caga	['RT', '@charleen_m', ':', 'Yo', 'trato', 'de', 'estar', 'de', 'buen', 'humor', 'pero', 'la', 'gente', 'siempre', 'la', 'fucking', 'caga']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2']	negative
1646	#lapela q le dieron a los @cavs #lebronsucks everybody else rocks! @NEGROPR76	['#lapela', 'q', 'le', 'dieron', 'a', 'los', '@cavs', '#lebronsucks', 'everybody', 'else', 'rocks', '!', '@NEGROPR76']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'other']	positive
1647	#TechTrivia: ¿Cuándo se inventó el primer sistema de correo de voz móvil? A) 1981 B) 1990 C) 1986 D) 1979	['#TechTrivia', ':', '¿', 'Cuándo', 'se', 'inventó', 'el', 'primer', 'sistema', 'de', 'correo', 'de', 'voz', 'móvil', '?', 'A', ')', '1981', 'B', ')', '1990', 'C', ')', '1986', 'D', ')', '1979']	['lang1', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'other', 'lang2', 'other', 'other', 'lang2', 'other', 'other', 'lang2', 'other', 'other']	positive
1648	RT @bea3_bea: Cual es el punto del segundo semestre de Senior Year??	['RT', '@bea3_bea', ':', 'Cual', 'es', 'el', 'punto', 'del', 'segundo', 'semestre', 'de', 'Senior', 'Year', '??']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other']	positive
1649	Nos Fuimos! LA Covacha djjhonnym 10730 Nw 25 Calle SweetWater ... @elzol1067fm Llega Tempranooo http://t.co/ONsRujO3aG	['Nos', 'Fuimos', '!', 'LA', 'Covacha', 'djjhonnym', '10730', 'Nw', '25', 'Calle', 'SweetWater', '..', '.', '@elzol1067fm', 'Llega', 'Tempranooo', 'http://t.co/ONsRujO3aG']	['lang2', 'lang2', 'other', 'lang2', 'ne', 'ne', 'other', 'lang1', 'other', 'lang2', 'lang1', 'other', 'other', 'other', 'lang2', 'lang2', 'other']	neutral
1650	#chicModel para jóvenes de 13 años en adelante , regístrate en http://t.co/jScmclTbCm   Imagen Modeling… https://t.co/nys2esk84L	['#chicModel', 'para', 'jóvenes', 'de', '13', 'años', 'en', 'adelante', ',', 'regístrate', 'en', 'http://t.co/jScmclTbCm', 'Imagen', 'Modeling', '…', 'https://t.co/nys2esk84L']	['ne', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'other', 'other']	positive
1651	RT @Biancarajo: i'm a great friend, me dicen para ir a un sitio y ahí estoy, los defiendo hasta el cielo, tengo una tumba por boca, pero no…	"['RT', '@Biancarajo', ':', 'i', ""'m"", 'a', 'great', 'friend', ',', 'me', 'dicen', 'para', 'ir', 'a', 'un', 'sitio', 'y', 'ahí', 'estoy', ',', 'los', 'defiendo', 'hasta', 'el', 'cielo', ',', 'tengo', 'una', 'tumba', 'por', 'boca', ',', 'pero', 'no', '…']"	['other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other']	positive
1652	RT @aleeisaabeel: Cuando yo encuentre unos shorts que no se me suban, no me los voy a quitar nunca	['RT', '@aleeisaabeel', ':', 'Cuando', 'yo', 'encuentre', 'unos', 'shorts', 'que', 'no', 'se', 'me', 'suban', ',', 'no', 'me', 'los', 'voy', 'a', 'quitar', 'nunca']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
1653	RT @andyescalona: #styling #SLS #sueltalasopa @angieestilo & @beatrizmiami http://t.co/3Et56yGu1t	['RT', '@andyescalona', ':', '#styling', '#SLS', '#sueltalasopa', '@angieestilo', '&', '@beatrizmiami', 'http://t.co/3Et56yGu1t']	['other', 'other', 'other', 'lang1', 'unk', 'lang2', 'other', 'other', 'other', 'other']	positive
